     72          1.5  0.100000001  0.200000003
     73           0.  0.100000001  0.100000001
     74  0.100000001  0.200000003  0.100000001
     75  0.200000003  0.200000003  0.100000001
     76  0.300000012  0.200000003  0.100000001
     77  0.400000006  0.200000003  0.100000001
     78          0.5  0.200000003  0.100000001
     79  0.600000024  0.200000003  0.100000001
     80  0.699999988  0.200000003  0.100000001
     81  0.800000012  0.200000003  0.100000001
     82  0.899999976  0.200000003  0.100000001
     83           1.  0.200000003  0.100000001
     84   1.10000002  0.200000003  0.100000001
     85   1.20000005  0.200000003  0.100000001
     86   1.29999995  0.200000003  0.100000001
     87   1.39999998  0.200000003  0.100000001
     88  0.100000001  0.100000001           0.
     89  0.200000003  0.100000001           0.
     90  0.300000012  0.100000001           0.
     91  0.400000006  0.100000001           0.
     92          0.5  0.100000001           0.
     93  0.600000024  0.100000001           0.
     94  0.699999988  0.100000001           0.
     95  0.800000012  0.100000001           0.
     96  0.899999976  0.100000001           0.
     97           1.  0.100000001           0.
     98   1.10000002  0.100000001           0.
     99   1.20000005  0.100000001           0.
    100   1.29999995  0.100000001           0.
    101   1.39999998  0.100000001           0.
    102   1.39999998           0.  0.100000001
    103   1.29999995           0.  0.100000001
    104   1.20000005           0.  0.100000001
    105   1.10000002           0.  0.100000001
    106           1.           0.  0.100000001
    107  0.899999976           0.  0.100000001
    108  0.800000012           0.  0.100000001
    109  0.699999988           0.  0.100000001
    110  0.600000024           0.  0.100000001
    111          0.5           0.  0.100000001
    112  0.400000006           0.  0.100000001
    113  0.300000012           0.  0.100000001
    114  0.200000003           0.  0.100000001
    115  0.100000001           0.  0.100000001
    116   1.39999998  0.100000001  0.200000003
    117   1.29999995  0.100000001  0.200000003
    118   1.20000005  0.100000001  0.200000003
    119   1.10000002  0.100000001  0.200000003
    120           1.  0.100000001  0.200000003
    121  0.899999976  0.100000001  0.200000003
    122  0.800000012  0.100000001  0.200000003
    123  0.699999988  0.100000001  0.200000003
    124  0.600000024  0.100000001  0.200000003
    125          0.5  0.100000001  0.200000003
    126  0.400000006  0.100000001  0.200000003
    127  0.300000012  0.100000001  0.200000003
    128  0.200000003  0.100000001  0.200000003
    129  0.100000001  0.100000001  0.200000003
    130          1.5  0.100000001  0.100000001
    131   1.43818688  0.137488559  0.147916749
